shipment_id,order_date,expected_date,received_date,store_id,product_id,supplier_id,quantity_ordered,quantity_received,is_late
SHIP02679,2025-10-04,2025-10-22,2025-10-22,S016,P0062,SUP003,60,60,False
SHIP02680,2025-09-09,2025-09-29,2025-09-29,S016,P0063,SUP028,57,57,False
SHIP02681,2025-12-12,2026-01-01,2026-01-01,S016,P0063,SUP028,57,57,False
SHIP02682,2025-10-19,2025-11-08,2025-11-08,S016,P0064,SUP005,72,72,False
SHIP02683,2025-09-14,2025-10-01,2025-10-01,S016,P0065,SUP026,78,78,False
SHIP02684,2025-11-25,2025-12-13,2025-12-13,S016,P0066,SUP020,45,45,False
SHIP02685,2025-11-09,2025-11-30,2025-12-07,S016,P0067,SUP013,81,80,True
SHIP02686,2025-11-13,2025-12-01,2025-12-01,S016,P0068,SUP020,60,60,False
SHIP02687,2025-07-14,2025-07-29,2025-07-29,S016,P0069,SUP017,78,78,False
SHIP02688,2025-10-27,2025-11-10,2025-11-10,S016,P0071,SUP022,51,51,False
SHIP02689,2025-11-04,2025-11-18,2025-11-18,S016,P0072,SUP022,81,81,False
SHIP02690,2025-08-24,2025-09-13,2025-09-13,S016,P0073,SUP025,90,90,False
SHIP02691,2025-12-24,2026-01-10,2026-01-14,S016,P0075,SUP014,72,72,True
SHIP02692,2025-10-12,2025-10-26,2025-10-26,S016,P0076,SUP015,84,84,False
SHIP02693,2025-11-26,2025-12-11,2025-12-11,S016,P0077,SUP024,75,75,False
SHIP02694,2025-10-01,2025-10-16,2025-10-16,S016,P0078,SUP017,54,54,False
SHIP02695,2025-11-05,2025-11-20,2025-11-20,S016,P0079,SUP017,51,51,False
SHIP02696,2025-09-16,2025-10-06,2025-10-06,S016,P0080,SUP028,57,57,False
SHIP02697,2025-10-03,2025-10-23,2025-10-23,S016,P0081,SUP027,48,48,False
SHIP02698,2025-09-20,2025-10-10,2025-10-10,S016,P0082,SUP005,54,54,False
SHIP02699,2025-10-21,2025-11-10,2025-11-10,S016,P0083,SUP025,63,63,False
SHIP02700,2025-09-27,2025-10-09,2025-10-09,S016,P0084,SUP018,48,48,False
SHIP02701,2025-09-29,2025-10-17,2025-10-17,S016,P0085,SUP020,81,81,False
SHIP02702,2025-10-12,2025-10-28,2025-10-28,S016,P0086,SUP016,90,90,False
SHIP02703,2025-11-11,2025-11-20,2025-11-20,S016,P0087,SUP004,69,69,False
SHIP02704,2025-07-26,2025-08-11,2025-08-11,S016,P0088,SUP029,78,78,False
SHIP02705,2025-09-30,2025-10-11,2025-10-11,S016,P0089,SUP008,51,51,False
SHIP02706,2025-09-08,2025-09-19,2025-09-19,S016,P0090,SUP008,63,63,False
SHIP02707,2025-10-21,2025-11-08,2025-11-08,S016,P0091,SUP003,90,90,False
SHIP02708,2025-08-03,2025-08-23,2025-08-23,S016,P0092,SUP027,87,87,False
SHIP02709,2025-12-22,2026-01-11,2026-01-11,S016,P0093,SUP025,48,48,False
SHIP02710,2025-10-20,2025-11-09,2025-11-09,S016,P0094,SUP005,84,84,False
SHIP02711,2025-09-27,2025-10-09,2025-10-09,S016,P0095,SUP018,48,48,False
SHIP02712,2025-12-05,2025-12-19,2025-12-19,S016,P0096,SUP009,69,69,False
SHIP02713,2025-11-09,2025-11-13,2025-11-13,S016,P0098,SUP023,48,48,False
SHIP02714,2025-10-17,2025-10-31,2025-10-31,S016,P0100,SUP015,51,51,False
SHIP02715,2025-12-09,2025-12-20,2025-12-20,S016,P0102,SUP008,54,54,False
SHIP02716,2025-08-31,2025-09-20,2025-09-20,S016,P0103,SUP011,33,33,False
SHIP02717,2025-12-07,2025-12-11,2025-12-11,S016,P0105,SUP019,48,48,False
SHIP02718,2025-09-07,2025-09-27,2025-09-27,S016,P0106,SUP001,39,39,False
SHIP02719,2025-09-20,2025-09-24,2025-09-24,S016,P0107,SUP023,60,60,False
SHIP02720,2025-09-11,2025-09-22,2025-09-22,S016,P0108,SUP008,57,57,False
SHIP02721,2025-11-25,2025-12-15,2025-12-15,S016,P0110,SUP028,54,54,False
SHIP02722,2025-10-09,2025-10-25,2025-10-25,S016,P0113,SUP007,33,33,False
SHIP02723,2025-11-25,2025-12-10,2025-12-10,S016,P0114,SUP024,60,60,False
SHIP02724,2025-12-21,2026-01-01,2026-01-01,S016,P0115,SUP008,45,45,False
SHIP02725,2025-10-05,2025-10-14,2025-10-14,S016,P0118,SUP004,60,60,False
SHIP02726,2025-11-16,2025-12-03,2025-12-03,S016,P0120,SUP014,33,33,False
SHIP02727,2025-10-03,2025-10-23,2025-10-23,S016,P0121,SUP028,36,36,False
SHIP02728,2025-11-14,2025-11-28,2025-11-28,S016,P0122,SUP022,48,48,False
SHIP02729,2026-01-16,2026-02-02,2026-02-02,S016,P0125,SUP026,36,36,False
SHIP02730,2025-10-06,2025-10-22,2025-10-23,S016,P0127,SUP007,57,57,True
SHIP02731,2025-12-30,2026-01-19,2026-01-19,S016,P0128,SUP005,45,45,False
SHIP02732,2025-10-20,2025-11-03,2025-11-03,S016,P0130,SUP015,45,45,False
SHIP02733,2026-01-16,2026-02-05,2026-02-05,S016,P0131,SUP028,45,45,False
SHIP02734,2025-10-02,2025-10-16,2025-10-16,S016,P0132,SUP015,60,60,False
SHIP02735,2025-11-07,2025-11-20,2025-11-20,S016,P0133,SUP002,45,45,False
SHIP02736,2025-10-26,2025-11-15,2025-11-15,S016,P0135,SUP006,54,54,False
SHIP02737,2025-10-04,2025-10-20,2025-10-20,S016,P0137,SUP007,48,48,False
SHIP02738,2025-10-28,2025-11-17,2025-11-17,S016,P0140,SUP001,51,51,False
SHIP02739,2025-10-03,2025-10-17,2025-10-17,S016,P0141,SUP009,48,48,False
SHIP02740,2025-09-21,2025-10-02,2025-10-02,S016,P0142,SUP010,30,30,False
SHIP02741,2025-09-02,2025-09-06,2025-09-06,S016,P0143,SUP023,57,57,False
SHIP02742,2025-07-06,2025-07-26,2025-07-26,S016,P0144,SUP005,54,54,False
SHIP02743,2025-10-05,2025-10-16,2025-10-16,S016,P0145,SUP010,42,42,False
SHIP02744,2025-09-30,2025-10-13,2025-10-17,S016,P0146,SUP002,42,42,True
SHIP02745,2025-09-12,2025-09-27,2025-09-27,S016,P0147,SUP024,39,39,False
SHIP02746,2025-07-24,2025-07-28,2025-07-28,S016,P0149,SUP019,42,42,False
SHIP02747,2025-10-10,2025-10-23,2025-10-26,S016,P0151,SUP002,111,111,True
SHIP02748,2025-10-06,2025-10-26,2025-10-26,S016,P0152,SUP028,114,114,False
SHIP02749,2025-09-16,2025-10-04,2025-10-04,S016,P0153,SUP003,69,69,False
SHIP02750,2025-11-19,2025-12-07,2025-12-09,S016,P0153,SUP003,69,69,True
SHIP02751,2025-07-30,2025-08-13,2025-08-13,S016,P0154,SUP022,102,102,False
SHIP02752,2026-01-03,2026-01-17,2026-01-17,S016,P0154,SUP022,102,102,False
SHIP02753,2025-09-13,2025-10-04,2025-10-04,S016,P0155,SUP013,72,72,False
SHIP02754,2025-11-16,2025-12-07,2025-12-07,S016,P0155,SUP013,72,72,False
SHIP02755,2025-09-02,2025-09-18,2025-09-18,S016,P0156,SUP029,84,84,False
SHIP02756,2026-01-05,2026-01-21,2026-01-21,S016,P0156,SUP029,84,84,False
SHIP02757,2025-10-04,2025-10-22,2025-10-25,S016,P0158,SUP020,114,114,True
SHIP02758,2025-09-30,2025-10-17,2025-10-17,S016,P0159,SUP014,81,81,False
SHIP02759,2025-09-09,2025-09-23,2025-09-23,S016,P0160,SUP030,87,87,False
SHIP02760,2025-08-23,2025-09-08,2025-09-08,S016,P0161,SUP007,114,114,False
SHIP02761,2025-09-25,2025-10-06,2025-10-06,S016,P0162,SUP008,114,114,False
SHIP02762,2025-10-13,2025-11-03,2025-11-03,S016,P0163,SUP013,66,66,False
SHIP02763,2025-10-30,2025-11-13,2025-11-13,S016,P0164,SUP022,90,90,False
SHIP02764,2025-09-27,2025-10-11,2025-10-11,S016,P0165,SUP015,75,75,False
SHIP02765,2026-01-04,2026-01-18,2026-01-20,S016,P0165,SUP015,75,75,True
SHIP02766,2025-10-14,2025-10-28,2025-10-29,S016,P0166,SUP030,114,114,True
SHIP02767,2025-08-10,2025-08-30,2025-08-30,S016,P0167,SUP001,117,117,False
SHIP02768,2025-12-12,2026-01-01,2026-01-01,S016,P0167,SUP001,117,117,False
SHIP02769,2025-10-28,2025-11-15,2025-11-15,S016,P0168,SUP020,87,87,False
SHIP02770,2025-07-29,2025-08-16,2025-08-16,S016,P0169,SUP003,114,114,False
SHIP02771,2025-12-14,2026-01-01,2026-01-01,S016,P0169,SUP003,114,114,False
SHIP02772,2025-10-12,2025-10-27,2025-10-27,S016,P0170,SUP017,66,66,False
SHIP02773,2026-01-13,2026-01-28,2026-01-28,S016,P0170,SUP017,66,66,False
SHIP02774,2025-12-13,2026-01-02,2026-01-02,S016,P0171,SUP005,63,63,False
SHIP02775,2025-12-06,2025-12-22,2025-12-22,S016,P0173,SUP029,90,90,False
SHIP02776,2025-09-11,2025-09-23,2025-09-23,S016,P0174,SUP012,99,99,False
SHIP02777,2025-12-08,2025-12-20,2025-12-20,S016,P0174,SUP012,99,99,False
SHIP02778,2025-10-27,2025-11-16,2025-11-16,S016,P0175,SUP006,69,69,False
SHIP02779,2025-12-25,2026-01-14,2026-01-14,S016,P0176,SUP027,81,81,False
SHIP02780,2025-12-21,2026-01-08,2026-01-08,S016,P0177,SUP020,120,120,False
SHIP02781,2025-11-11,2025-11-25,2025-11-25,S016,P0178,SUP022,60,60,False
SHIP02782,2025-10-24,2025-11-07,2025-11-07,S016,P0179,SUP030,120,120,False
SHIP02783,2025-10-18,2025-11-03,2025-11-03,S016,P0180,SUP029,63,63,False
SHIP02784,2025-09-10,2025-09-24,2025-09-24,S016,P0181,SUP009,108,108,False
SHIP02785,2025-12-25,2026-01-08,2026-01-08,S016,P0181,SUP009,108,108,False
SHIP02786,2025-07-31,2025-08-16,2025-08-16,S016,P0182,SUP029,90,90,False
SHIP02787,2025-11-01,2025-11-17,2025-11-20,S016,P0182,SUP029,90,90,True
SHIP02788,2025-11-01,2025-11-16,2025-11-16,S016,P0183,SUP024,114,114,False
SHIP02789,2025-09-17,2025-10-01,2025-10-06,S016,P0184,SUP009,90,90,True
SHIP02790,2026-01-13,2026-01-27,2026-01-27,S016,P0184,SUP009,90,90,False
SHIP02791,2025-10-30,2025-11-17,2025-11-17,S016,P0185,SUP020,81,81,False
SHIP02792,2025-09-09,2025-09-25,2025-09-25,S016,P0187,SUP007,63,63,False
SHIP02793,2025-11-23,2025-12-09,2025-12-09,S016,P0187,SUP007,63,63,False
SHIP02794,2025-10-30,2025-11-13,2025-11-13,S016,P0189,SUP009,96,96,False
SHIP02795,2025-09-24,2025-10-12,2025-10-12,S016,P0190,SUP003,117,117,False
SHIP02796,2025-10-24,2025-11-13,2025-11-13,S016,P0191,SUP027,108,108,False
SHIP02797,2025-08-23,2025-09-05,2025-09-08,S016,P0192,SUP002,81,81,True
SHIP02798,2025-12-01,2025-12-14,2025-12-17,S016,P0192,SUP002,81,81,True
SHIP02799,2025-10-07,2025-10-27,2025-10-27,S016,P0193,SUP011,87,87,False
SHIP02800,2025-11-15,2025-12-02,2025-12-03,S016,P0194,SUP021,96,96,True
SHIP02801,2025-09-09,2025-09-29,2025-09-29,S016,P0195,SUP006,72,72,False
SHIP02802,2025-11-13,2025-12-03,2025-12-03,S016,P0195,SUP006,72,72,False
SHIP02803,2025-09-24,2025-10-06,2025-10-06,S016,P0196,SUP018,66,66,False
SHIP02804,2025-12-21,2026-01-02,2026-01-02,S016,P0196,SUP018,66,66,False
SHIP02805,2025-09-29,2025-10-11,2025-10-11,S016,P0197,SUP018,114,114,False
SHIP02806,2025-12-07,2025-12-16,2025-12-16,S016,P0198,SUP004,63,63,False
SHIP02807,2025-11-07,2025-11-23,2025-11-23,S016,P0199,SUP029,96,96,False
SHIP02808,2025-11-20,2025-12-10,2025-12-11,S017,P0001,SUP001,15,15,True
SHIP02809,2025-10-06,2025-10-26,2025-10-26,S017,P0003,SUP005,30,30,False
SHIP02810,2025-10-09,2025-10-23,2025-10-23,S017,P0004,SUP022,18,18,False
SHIP02811,2025-11-04,2025-11-08,2025-11-08,S017,P0005,SUP019,27,27,False
SHIP02812,2025-11-09,2025-11-22,2025-11-22,S017,P0006,SUP002,24,24,False
SHIP02813,2025-10-28,2025-11-15,2025-11-15,S017,P0007,SUP003,30,30,False
SHIP02814,2025-11-16,2025-11-20,2025-11-20,S017,P0012,SUP019,15,15,False
SHIP02815,2025-12-08,2025-12-25,2025-12-25,S017,P0013,SUP026,24,24,False
SHIP02816,2025-10-25,2025-11-14,2025-11-14,S017,P0014,SUP025,30,30,False
SHIP02817,2025-07-21,2025-08-10,2025-08-10,S017,P0016,SUP011,30,30,False
SHIP02818,2025-12-14,2026-01-03,2026-01-03,S017,P0017,SUP005,24,24,False
SHIP02819,2025-10-15,2025-10-24,2025-10-24,S017,P0019,SUP004,21,21,False
SHIP02820,2025-10-08,2025-10-26,2025-10-28,S017,P0022,SUP020,18,18,True
SHIP02821,2025-11-15,2025-12-02,2025-12-08,S017,P0023,SUP026,27,27,True
SHIP02822,2025-11-10,2025-11-25,2025-11-25,S017,P0024,SUP024,27,27,False
SHIP02823,2025-09-28,2025-10-10,2025-10-10,S017,P0025,SUP018,24,24,False
SHIP02824,2025-09-19,2025-10-03,2025-10-03,S017,P0026,SUP030,18,18,False
SHIP02825,2025-09-06,2025-09-24,2025-09-24,S017,P0027,SUP003,30,30,False
SHIP02826,2025-11-09,2025-11-13,2025-11-13,S017,P0029,SUP019,15,15,False
SHIP02827,2025-09-27,2025-10-01,2025-10-01,S017,P0030,SUP023,18,18,False
SHIP02828,2025-10-22,2025-11-12,2025-11-12,S017,P0035,SUP013,21,21,False
SHIP02829,2025-10-10,2025-10-24,2025-10-24,S017,P0036,SUP015,24,24,False
SHIP02830,2025-09-27,2025-10-17,2025-10-17,S017,P0037,SUP006,21,21,False
SHIP02831,2025-10-08,2025-10-20,2025-10-20,S017,P0038,SUP012,30,30,False
SHIP02832,2025-10-05,2025-10-09,2025-10-09,S017,P0040,SUP023,27,27,False
SHIP02833,2025-12-23,2026-01-10,2026-01-17,S017,P0041,SUP020,21,21,True
SHIP02834,2025-09-20,2025-10-04,2025-10-04,S017,P0045,SUP030,30,30,False
SHIP02835,2025-10-19,2025-11-02,2025-11-06,S017,P0046,SUP022,24,24,True
SHIP02836,2025-12-07,2025-12-27,2025-12-27,S017,P0047,SUP027,30,30,False
SHIP02837,2025-11-10,2025-11-27,2025-11-30,S017,P0049,SUP026,18,18,True
SHIP02838,2025-08-26,2025-09-16,2025-09-20,S017,P0050,SUP013,21,21,True
SHIP02839,2025-09-08,2025-09-26,2025-09-26,S017,P0051,SUP003,69,69,False
SHIP02840,2025-07-09,2025-07-23,2025-07-23,S017,P0052,SUP030,87,87,False
SHIP02841,2025-11-30,2025-12-16,2025-12-16,S017,P0053,SUP007,45,45,False
SHIP02842,2025-09-01,2025-09-22,2025-09-22,S017,P0054,SUP013,81,81,False
SHIP02843,2025-12-12,2026-01-01,2026-01-01,S017,P0055,SUP005,69,69,False
SHIP02844,2025-09-12,2025-09-27,2025-09-27,S017,P0057,SUP024,45,45,False
SHIP02845,2025-12-15,2025-12-30,2026-01-02,S017,P0057,SUP024,45,45,True
SHIP02846,2025-10-07,2025-10-22,2025-10-22,S017,P0058,SUP024,81,81,False
SHIP02847,2025-09-15,2025-10-01,2025-10-01,S017,P0059,SUP029,81,81,False
SHIP02848,2025-10-31,2025-11-12,2025-11-12,S017,P0060,SUP012,54,54,False
SHIP02849,2025-09-24,2025-10-14,2025-10-14,S017,P0061,SUP005,90,90,False
SHIP02850,2025-12-14,2026-01-01,2026-01-01,S017,P0062,SUP003,51,51,False
SHIP02851,2025-09-19,2025-10-09,2025-10-09,S017,P0063,SUP028,63,59,False
SHIP02852,2025-11-23,2025-12-13,2025-12-13,S017,P0064,SUP005,87,87,False
SHIP02853,2025-10-16,2025-11-02,2025-11-02,S017,P0065,SUP026,45,45,False
SHIP02854,2025-08-14,2025-09-01,2025-09-01,S017,P0066,SUP020,66,66,False
SHIP02855,2025-12-26,2026-01-13,2026-01-13,S017,P0066,SUP020,66,66,False
SHIP02856,2025-10-28,2025-11-18,2025-11-18,S017,P0067,SUP013,72,72,False
SHIP02857,2025-10-15,2025-11-02,2025-11-08,S017,P0068,SUP020,90,90,True
SHIP02858,2025-10-23,2025-11-07,2025-11-07,S017,P0069,SUP017,60,60,False
SHIP02859,2025-07-21,2025-08-02,2025-08-02,S017,P0070,SUP018,78,78,False
SHIP02860,2025-11-27,2025-12-11,2025-12-11,S017,P0071,SUP022,78,78,False
SHIP02861,2025-09-29,2025-10-13,2025-10-13,S017,P0072,SUP022,72,72,False
SHIP02862,2025-10-02,2025-10-22,2025-10-22,S017,P0073,SUP025,69,69,False
SHIP02863,2025-07-24,2025-08-02,2025-08-02,S017,P0074,SUP004,69,69,False
SHIP02864,2025-12-13,2025-12-30,2025-12-30,S017,P0075,SUP014,45,45,False
SHIP02865,2025-09-11,2025-09-26,2025-09-26,S017,P0077,SUP024,57,57,False
SHIP02866,2025-10-04,2025-10-19,2025-10-19,S017,P0078,SUP017,81,81,False
SHIP02867,2025-08-13,2025-09-02,2025-09-02,S017,P0080,SUP028,81,81,False
SHIP02868,2025-10-28,2025-11-17,2025-11-19,S017,P0081,SUP027,66,66,True
SHIP02869,2025-12-13,2026-01-02,2026-01-02,S017,P0082,SUP005,66,66,False
SHIP02870,2025-10-09,2025-10-21,2025-10-21,S017,P0084,SUP018,72,72,False
SHIP02871,2025-12-05,2025-12-23,2025-12-24,S017,P0085,SUP020,75,75,True
SHIP02872,2025-10-14,2025-10-30,2025-10-30,S017,P0086,SUP016,57,57,False
SHIP02873,2025-09-24,2025-10-03,2025-10-03,S017,P0087,SUP004,57,57,False
SHIP02874,2025-12-11,2025-12-27,2026-01-01,S017,P0088,SUP029,63,63,True
SHIP02875,2025-10-01,2025-10-12,2025-10-12,S017,P0089,SUP008,72,72,False
SHIP02876,2025-11-19,2025-11-30,2025-11-30,S017,P0090,SUP008,57,57,False
SHIP02877,2025-11-23,2025-12-11,2025-12-11,S017,P0091,SUP003,57,57,False
SHIP02878,2025-12-30,2026-01-19,2026-01-23,S017,P0092,SUP027,60,60,True
SHIP02879,2025-10-10,2025-10-30,2025-10-30,S017,P0093,SUP025,51,51,False
SHIP02880,2025-09-07,2025-09-19,2025-09-19,S017,P0095,SUP018,75,75,False
SHIP02881,2025-09-15,2025-09-29,2025-09-29,S017,P0096,SUP009,45,45,False
SHIP02882,2026-01-07,2026-01-21,2026-01-21,S017,P0096,SUP009,45,45,False
SHIP02883,2025-09-24,2025-10-15,2025-10-15,S017,P0099,SUP013,84,84,False
SHIP02884,2025-09-21,2025-10-05,2025-10-05,S017,P0100,SUP015,87,87,False
SHIP02885,2025-10-22,2025-10-31,2025-10-31,S017,P0101,SUP004,60,60,False
SHIP02886,2025-09-16,2025-10-06,2025-10-06,S017,P0103,SUP011,39,39,False
SHIP02887,2025-11-27,2025-12-01,2025-12-01,S017,P0104,SUP019,36,36,False
SHIP02888,2025-10-30,2025-11-03,2025-11-03,S017,P0105,SUP019,30,30,False
SHIP02889,2025-11-29,2025-12-19,2025-12-19,S017,P0106,SUP001,57,57,False
SHIP02890,2025-12-25,2026-01-05,2026-01-05,S017,P0108,SUP008,57,57,False
SHIP02891,2026-01-02,2026-01-18,2026-01-19,S017,P0109,SUP029,39,39,True
SHIP02892,2025-11-10,2025-11-30,2025-11-30,S017,P0110,SUP028,39,39,False
SHIP02893,2025-08-10,2025-08-26,2025-08-26,S017,P0113,SUP007,60,60,False
SHIP02894,2025-08-10,2025-08-25,2025-08-28,S017,P0114,SUP024,45,45,True
SHIP02895,2025-09-30,2025-10-11,2025-10-11,S017,P0115,SUP008,51,51,False
SHIP02896,2025-08-12,2025-08-28,2025-08-28,S017,P0117,SUP007,54,54,False
SHIP02897,2025-12-14,2025-12-23,2025-12-23,S017,P0118,SUP004,57,57,False
SHIP02898,2025-09-18,2025-10-05,2025-10-05,S017,P0120,SUP014,60,60,False
SHIP02899,2025-10-26,2025-11-15,2025-11-15,S017,P0121,SUP028,36,36,False
SHIP02900,2025-10-28,2025-11-10,2025-11-17,S017,P0123,SUP002,51,51,True
SHIP02901,2025-09-14,2025-10-01,2025-10-04,S017,P0125,SUP026,36,36,True
SHIP02902,2025-11-30,2025-12-16,2025-12-16,S017,P0127,SUP007,39,39,False
SHIP02903,2025-07-25,2025-08-14,2025-08-14,S017,P0128,SUP005,48,48,False
SHIP02904,2025-11-16,2025-11-30,2025-11-30,S017,P0130,SUP015,42,42,False
SHIP02905,2025-07-16,2025-07-30,2025-07-30,S017,P0132,SUP015,60,60,False
SHIP02906,2025-09-12,2025-09-25,2025-09-25,S017,P0133,SUP002,39,39,False
SHIP02907,2025-09-25,2025-10-13,2025-10-13,S017,P0134,SUP003,36,36,False
SHIP02908,2025-12-14,2025-12-30,2025-12-30,S017,P0137,SUP007,57,57,False
SHIP02909,2025-10-18,2025-11-03,2025-11-07,S017,P0138,SUP029,45,45,True
SHIP02910,2025-11-01,2025-11-15,2025-11-15,S017,P0141,SUP009,48,48,False
SHIP02911,2025-11-06,2025-11-10,2025-11-10,S017,P0143,SUP023,48,48,False
SHIP02912,2025-09-17,2025-09-28,2025-09-28,S017,P0145,SUP010,57,57,False
SHIP02913,2025-12-12,2025-12-25,2025-12-25,S017,P0146,SUP002,57,57,False
SHIP02914,2025-10-25,2025-11-09,2025-11-09,S017,P0147,SUP024,54,54,False
SHIP02915,2025-11-15,2025-11-28,2025-12-02,S017,P0148,SUP002,60,60,True
SHIP02916,2025-09-29,2025-10-14,2025-10-14,S017,P0150,SUP017,33,33,False
SHIP02917,2025-10-13,2025-10-26,2025-10-26,S017,P0151,SUP002,102,102,False
SHIP02918,2025-08-17,2025-09-06,2025-09-06,S017,P0152,SUP028,81,81,False
SHIP02919,2025-10-25,2025-11-14,2025-11-14,S017,P0152,SUP028,81,81,False
SHIP02920,2025-10-15,2025-11-02,2025-11-02,S017,P0153,SUP003,111,111,False
SHIP02921,2025-09-30,2025-10-14,2025-10-14,S017,P0154,SUP022,63,63,False
SHIP02922,2025-12-09,2025-12-23,2025-12-30,S017,P0154,SUP022,63,63,True
SHIP02923,2025-11-08,2025-11-29,2025-11-29,S017,P0155,SUP013,96,96,False
SHIP02924,2025-10-04,2025-10-20,2025-10-25,S017,P0156,SUP029,120,120,True
SHIP02925,2025-08-03,2025-08-21,2025-08-21,S017,P0158,SUP020,78,78,False
SHIP02926,2025-11-16,2025-12-04,2025-12-10,S017,P0158,SUP020,78,78,True
SHIP02927,2025-09-27,2025-10-14,2025-10-16,S017,P0159,SUP014,102,102,True
SHIP02928,2025-10-02,2025-10-16,2025-10-20,S017,P0160,SUP030,87,87,True
SHIP02929,2025-11-10,2025-11-26,2025-11-29,S017,P0161,SUP007,87,87,True
SHIP02930,2025-11-01,2025-11-12,2025-11-12,S017,P0162,SUP008,75,75,False
SHIP02931,2025-10-16,2025-11-06,2025-11-06,S017,P0163,SUP013,87,87,False
SHIP02932,2025-12-31,2026-01-14,2026-01-14,S017,P0164,SUP022,63,63,False
SHIP02933,2025-12-02,2025-12-16,2025-12-16,S017,P0165,SUP015,108,108,False
SHIP02934,2025-09-09,2025-09-23,2025-09-23,S017,P0166,SUP030,102,102,False
SHIP02935,2025-11-15,2025-12-05,2025-12-05,S017,P0167,SUP001,102,102,False
SHIP02936,2025-08-22,2025-09-09,2025-09-14,S017,P0168,SUP020,108,108,True
SHIP02937,2025-12-16,2026-01-03,2026-01-03,S017,P0168,SUP020,108,108,False
SHIP02938,2025-09-30,2025-10-18,2025-10-18,S017,P0169,SUP003,75,75,False
SHIP02939,2025-12-24,2026-01-08,2026-01-08,S017,P0170,SUP017,114,114,False
SHIP02940,2025-10-31,2025-11-20,2025-11-20,S017,P0171,SUP005,111,111,False
SHIP02941,2025-08-22,2025-09-07,2025-09-07,S017,P0173,SUP029,96,96,False
SHIP02942,2026-01-12,2026-01-28,2026-02-04,S017,P0173,SUP029,96,96,True
SHIP02943,2025-10-04,2025-10-16,2025-10-21,S017,P0174,SUP012,90,90,True
SHIP02944,2025-10-19,2025-11-08,2025-11-08,S017,P0175,SUP006,60,60,False
SHIP02945,2026-01-10,2026-01-30,2026-01-30,S017,P0175,SUP006,60,60,False
SHIP02946,2025-09-08,2025-09-28,2025-09-28,S017,P0176,SUP027,102,102,False
SHIP02947,2025-12-31,2026-01-20,2026-01-20,S017,P0176,SUP027,102,102,False
SHIP02948,2025-10-28,2025-11-15,2025-11-15,S017,P0177,SUP020,78,78,False
SHIP02949,2025-11-12,2025-11-26,2025-11-26,S017,P0178,SUP022,66,66,False
SHIP02950,2025-09-14,2025-09-28,2025-09-28,S017,P0179,SUP030,90,90,False
SHIP02951,2025-12-25,2026-01-08,2026-01-08,S017,P0179,SUP030,90,90,False
SHIP02952,2025-10-25,2025-11-10,2025-11-10,S017,P0180,SUP029,120,120,False
SHIP02953,2026-01-03,2026-01-17,2026-01-17,S017,P0181,SUP009,75,75,False
SHIP02954,2025-11-30,2025-12-16,2025-12-16,S017,P0182,SUP029,69,69,False
SHIP02955,2025-09-08,2025-09-23,2025-09-23,S017,P0183,SUP024,69,69,False
SHIP02956,2025-11-11,2025-11-26,2025-11-26,S017,P0183,SUP024,69,69,False
SHIP02957,2025-11-21,2025-12-05,2025-12-05,S017,P0184,SUP009,102,99,False
SHIP02958,2025-12-29,2026-01-16,2026-01-16,S017,P0185,SUP020,93,93,False
SHIP02959,2025-08-17,2025-09-02,2025-09-02,S017,P0187,SUP007,108,108,False
SHIP02960,2025-11-20,2025-12-06,2025-12-06,S017,P0187,SUP007,108,108,False
SHIP02961,2025-10-30,2025-11-13,2025-11-13,S017,P0189,SUP009,96,96,False
SHIP02962,2025-11-24,2025-12-12,2025-12-15,S017,P0190,SUP003,108,108,True
SHIP02963,2025-11-23,2025-12-13,2025-12-14,S017,P0191,SUP027,75,75,True
SHIP02964,2025-09-30,2025-10-13,2025-10-13,S017,P0192,SUP002,111,111,False
SHIP02965,2025-11-08,2025-11-28,2025-11-28,S017,P0193,SUP011,63,63,False
SHIP02966,2026-01-01,2026-01-18,2026-01-18,S017,P0194,SUP021,75,75,False
SHIP02967,2025-09-07,2025-09-27,2025-09-27,S017,P0195,SUP006,114,114,False
SHIP02968,2025-12-31,2026-01-20,2026-01-20,S017,P0195,SUP006,114,114,False
SHIP02969,2025-10-29,2025-11-10,2025-11-16,S017,P0196,SUP018,72,72,True
SHIP02970,2025-09-22,2025-10-04,2025-10-08,S017,P0197,SUP018,72,72,True
SHIP02971,2025-12-20,2026-01-01,2026-01-06,S017,P0197,SUP018,72,72,True
SHIP02972,2025-09-14,2025-09-23,2025-09-23,S017,P0198,SUP004,63,63,False
SHIP02973,2025-12-07,2025-12-16,2025-12-16,S017,P0198,SUP004,63,63,False
SHIP02974,2025-10-13,2025-10-29,2025-11-02,S017,P0199,SUP029,87,87,True
SHIP02975,2025-07-29,2025-08-12,2025-08-15,S018,P0004,SUP022,18,18,True
SHIP02976,2025-09-12,2025-09-16,2025-09-16,S018,P0005,SUP019,15,15,False
SHIP02977,2025-12-13,2025-12-17,2025-12-17,S018,P0005,SUP019,15,15,False
SHIP02978,2025-09-24,2025-10-12,2025-10-12,S018,P0007,SUP003,24,24,False
SHIP02979,2026-01-07,2026-01-18,2026-01-18,S018,P0011,SUP008,24,24,False
SHIP02980,2025-11-16,2025-11-20,2025-11-20,S018,P0012,SUP019,18,18,False
SHIP02981,2026-01-03,2026-01-20,2026-01-20,S018,P0013,SUP026,30,30,False
